Term,Course,Section,CRN,Name,A,B,C,D,F,I,NR,S,U,V,W,Total,Class Size,Calculated GPA,Level
201402,MATH 2401,M3,20494,"Shan,Chunhua",57%,14%,17%,6%,6%,,,,,,,100%,Large (31-49 students),3.11,Undergraduate
201402,MATH 2401,K2,22559,"Garoufalidis,Stavros",25%,14%,28%,6%,19%,,,,,,8%,100%,Large (31-49 students),2.21,Undergraduate
201402,MATH 2401,L1,20496,"Kunwar,Ishwari Jang",31%,31%,28%,8%,3%,,,,,,,100%,Large (31-49 students),2.78,Undergraduate
201402,MATH 2401,L3,23202,"Kunwar,Ishwari Jang",39%,47%,8%,,6%,,,,,,,100%,Large (31-49 students),3.14,Undergraduate
201402,MATH 2401,QH3,24768,"Morley,Thomas",74%,22%,4%,,,,,,,,,100%,Very Large (50 students or more),3.70,Undergraduate
201402,MATH 2401,QH1,22349,"Morley,Thomas",84%,10%,2%,,,,,,,,3%,100%,Very Large (50 students or more),3.86,Undergraduate
201402,MATH 2401,QH2,22964,"Morley,Thomas",62%,33%,3%,2%,,,,,,,,100%,Very Large (50 students or more),3.55,Undergraduate
201402,MATH 2401,QH5,27052,"Morley,Thomas",66%,27%,2%,,2%,3%,,,,,,100%,Very Large (50 students or more),3.61,Undergraduate
201402,MATH 2401,QH4,25807,"Morley,Thomas",67%,32%,2%,,,,,,,,,100%,Very Large (50 students or more),3.65,Undergraduate
201402,MATH 2403,F4,30010,"Chen,Geng",50%,30%,20%,,,,,,,,,100%,Small (10-20 students),3.30,Undergraduate
201402,MATH 2403,M3,20504,"De La Llave,Rafael",15%,15%,8%,8%,15%,,,,,,38%,100%,Small (10-20 students),2.13,Undergraduate
201402,MATH 2403,M2,20922,"De La Llave,Rafael",35%,12%,24%,18%,6%,,,,,,6%,100%,Small (10-20 students),2.56,Undergraduate
201402,MATH 2403,H2,26260,"Vela-Arevalo,Luz Vianey",26%,11%,26%,11%,16%,,,,,,11%,100%,Small (10-20 students),2.24,Undergraduate
201402,MATH 2403,R,26263,"Shenk,Ronald W",45%,18%,18%,5%,14%,,,,,,,100%,Mid-size (21-30 students),2.77,Undergraduate
201402,MATH 2403,M1,20771,"De La Llave,Rafael",30%,26%,22%,17%,,,,,,,4%,100%,Mid-size (21-30 students),2.73,Undergraduate
201402,MATH 2403,H3,25840,"Vela-Arevalo,Luz Vianey",28%,28%,28%,8%,4%,,,,,,4%,100%,Mid-size (21-30 students),2.71,Undergraduate
201402,MATH 2403,F2,20505,"Chen,Geng",48%,37%,15%,,,,,,,,,100%,Mid-size (21-30 students),3.33,Undergraduate
201402,MATH 2403,H1,26259,"Vela-Arevalo,Luz Vianey",17%,24%,17%,21%,10%,,,,,,10%,100%,Mid-size (21-30 students),2.19,Undergraduate
201402,MATH 2403,J3,20507,"Hurth,Tobias",31%,28%,17%,3%,14%,,,,,,7%,100%,Mid-size (21-30 students),2.63,Undergraduate
201402,MATH 2403,F1,21767,"Chen,Geng",42%,32%,13%,,3%,6%,,,,,3%,100%,Large (31-49 students),3.21,Undergraduate
201402,MATH 2403,F3,30009,"Chen,Geng",42%,29%,16%,6%,3%,,,,,,3%,100%,Large (31-49 students),3.03,Undergraduate
201402,MATH 2403,J1,20502,"Hurth,Tobias",39%,30%,9%,12%,6%,,,,,,3%,100%,Large (31-49 students),2.88,Undergraduate
201402,MATH 2403,L2,20501,"Yi,Yingfei",76%,18%,3%,,3%,,,,,,,100%,Large (31-49 students),3.64,Undergraduate
201402,MATH 2403,K1,29572,"Yi,Yingfei",38%,44%,9%,3%,,,,,,,6%,100%,Large (31-49 students),3.25,Undergraduate
201402,MATH 2403,K2,30004,"Yi,Yingfei",47%,29%,24%,,,,,,,,,100%,Large (31-49 students),3.24,Undergraduate
201402,MATH 2403,K4,30006,"Yi,Yingfei",41%,32%,18%,3%,,,,,,,6%,100%,Large (31-49 students),3.19,Undergraduate
201402,MATH 2403,L3,26262,"Yi,Yingfei",47%,24%,18%,6%,,,,,,,6%,100%,Large (31-49 students),3.19,Undergraduate
201402,MATH 2403,C1,20921,"Pan,Ronghua",20%,54%,9%,6%,6%,,,,,,6%,100%,Large (31-49 students),2.82,Undergraduate
201402,MATH 2403,C2,23060,"Pan,Ronghua",40%,31%,14%,6%,,,,,,,9%,100%,Large (31-49 students),3.16,Undergraduate
201402,MATH 2403,C3,21622,"Pan,Ronghua",54%,23%,9%,6%,3%,,,,,,6%,100%,Large (31-49 students),3.27,Undergraduate
201402,MATH 2403,G1,20506,"Pan,Ronghua",31%,60%,6%,,,3%,,,,,,100%,Large (31-49 students),3.26,Undergraduate
201402,MATH 2403,G2,20500,"Pan,Ronghua",26%,31%,26%,6%,6%,,,,,,6%,100%,Large (31-49 students),2.70,Undergraduate
201402,MATH 2403,G3,20503,"Pan,Ronghua",49%,29%,14%,3%,6%,,,,,,,100%,Large (31-49 students),3.11,Undergraduate
201402,MATH 2403,G4,30008,"Pan,Ronghua",49%,40%,9%,,3%,,,,,,,100%,Large (31-49 students),3.31,Undergraduate
201402,MATH 2403,J2,21309,"Hurth,Tobias",23%,46%,3%,9%,11%,,,,,,9%,100%,Large (31-49 students),2.66,Undergraduate
201402,MATH 2403,K3,30005,"Yi,Yingfei",51%,40%,9%,,,,,,,,,100%,Large (31-49 students),3.43,Undergraduate
201402,MATH 2403,L1,26261,"Yi,Yingfei",43%,31%,20%,3%,3%,,,,,,,100%,Large (31-49 students),3.09,Undergraduate
201402,MATH 2406,C,21218,"Pan,Ronghua",29%,29%,9%,12%,,,,6%,,,15%,100%,Large (31-49 students),2.96,Undergraduate
201402,MATH 2411,HP,22966,"Ghomi,Mohammad",90%,10%,,,,,,,,,,100%,Small (10-20 students),3.90,Undergraduate
201402,MATH 2411,L,20916,"Ghomi,Mohammad",89%,7%,4%,,,,,,,,,100%,Mid-size (21-30 students),3.85,Undergraduate
201402,MATH 2602,PLP,30743,"Tossounian,Hagop B",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201402,MATH 2602,K1,20758,"Amirkhanyan,Gagik Martuni",25%,38%,19%,6%,,,,,,,13%,100%,Small (10-20 students),2.93,Undergraduate
201402,MATH 2602,L2,20508,"Tossounian,Hagop B",35%,50%,15%,,,,,,,,,100%,Small (10-20 students),3.20,Undergraduate
201402,MATH 2602,K2,20748,"Amirkhanyan,Gagik Martuni",50%,42%,8%,,,,,,,,,100%,Mid-size (21-30 students),3.42,Undergraduate
201402,MATH 2602,K3,22358,"Amirkhanyan,Gagik Martuni",46%,23%,23%,,,,,,,,8%,100%,Mid-size (21-30 students),3.25,Undergraduate
201402,MATH 2602,L3,22540,"Tossounian,Hagop B",44%,24%,21%,6%,6%,,,,,,,100%,Large (31-49 students),2.94,Undergraduate
201402,MATH 2602,F1,30395,"Margalit,Dan",29%,34%,23%,11%,,,,,,,3%,100%,Large (31-49 students),2.82,Undergraduate
201402,MATH 2602,F2,30396,"Margalit,Dan",37%,34%,14%,6%,6%,,,,,,3%,100%,Large (31-49 students),2.94,Undergraduate
201402,MATH 2602,L1,20509,"Tossounian,Hagop B",41%,24%,30%,3%,,,,,,,3%,100%,Large (31-49 students),3.06,Undergraduate
201402,MATH 2605,G3,28603,"Wang,Xiaolin",36%,18%,25%,11%,,,,,,,11%,100%,Mid-size (21-30 students),2.88,Undergraduate
201402,MATH 2605,G2,21495,"Wang,Xiaolin",32%,35%,6%,3%,10%,3%,,,,,10%,100%,Large (31-49 students),2.89,Undergraduate
201402,MATH 2605,G1,21494,"Wang,Xiaolin",11%,24%,32%,19%,,,,,,,14%,100%,Large (31-49 students),2.31,Undergraduate
201402,MATH 2605,C1,21492,"Kang,Sung Ha",26%,15%,10%,13%,10%,,,,,,26%,100%,Large (31-49 students),2.45,Undergraduate
201402,MATH 2605,C2,21493,"Kang,Sung Ha",48%,23%,10%,3%,3%,,,,,,15%,100%,Large (31-49 students),3.29,Undergraduate
201402,MATH 2605,C3,28602,"Kang,Sung Ha",39%,22%,12%,7%,,,,,,,20%,100%,Large (31-49 students),3.15,Undergraduate
201402,MATH 2803,WIC,29819,"Wick,Brett D",47%,28%,13%,9%,3%,,,,,,,100%,Large (31-49 students),3.06,Undergraduate
201402,MATH 3012,QHS,26444,"Morley,Thomas",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,MATH 3012,H,20793,"Rangel,Pedro A",23%,23%,6%,,6%,,,,,,42%,100%,Large (31-49 students),2.96,Undergraduate
201402,MATH 3012,K,21234,"Hod,Rani",11%,26%,6%,13%,6%,,,,,,38%,100%,Very Large (50 students or more),2.39,Undergraduate
201402,MATH 3012,L,26473,"Hod,Rani",17%,22%,19%,4%,13%,2%,,,,,24%,100%,Very Large (50 students or more),2.35,Undergraduate
201402,MATH 3012,N,20510,"Morley,Thomas",50%,37%,8%,5%,,,,,,,,100%,Very Large (50 students or more),3.32,Undergraduate
201402,MATH 3215,F,20754,"Fox,Adam Merritt",18%,32%,24%,6%,6%,,,,,,14%,100%,Very Large (50 students or more),2.58,Undergraduate
201402,MATH 3215,H,26472,"Lacey,Michael",28%,20%,28%,2%,,,,,,,22%,100%,Very Large (50 students or more),2.95,Undergraduate
201402,MATH 3215,D,20749,"Bonetto,Federico",29%,22%,24%,8%,6%,2%,,,,,10%,100%,Very Large (50 students or more),2.69,Undergraduate
201402,MATH 3770,D,20923,"He,Yunlong",43%,32%,8%,2%,6%,,,,,,10%,100%,Very Large (50 students or more),3.14,Undergraduate
201402,MATH 3770,M,27864,"Koltchinskii,Vladimir I",38%,37%,21%,,,,,,,,4%,100%,Very Large (50 students or more),3.18,Undergraduate
201402,MATH 3770,G,20532,"Murrugarra,David",17%,23%,30%,13%,10%,,,,,,8%,100%,Very Large (50 students or more),2.26,Undergraduate
201402,MATH 3770,K,22951,"Matzinger,Heinrich Felix",62%,36%,1%,,,,,,,,1%,100%,Very Large (50 students or more),3.62,Undergraduate
201402,MATH 4032,AG,22382,"Yu,Xing Xing",33%,33%,33%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201402,MATH 4032,AU,22383,"Yu,Xing Xing",35%,10%,35%,10%,,,,,,,10%,100%,Small (10-20 students),2.78,Undergraduate
201402,MATH 4090,TRO,24364,"Trotter,William T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,MATH 4107,AG,22380,"Goldsztein,Guillermo H",67%,,,,,,,,,,33%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,MATH 4107,AU,22381,"Goldsztein,Guillermo H",58%,29%,6%,,3%,,,,,,3%,100%,Large (31-49 students),3.43,Undergraduate
201402,MATH 4108,AG,27247,"Geronimo,Jeffrey",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Undergraduate
201402,MATH 4108,AU,23823,"Geronimo,Jeffrey",50%,,,,,,,,,,50%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,MATH 4150,AG,21372,"Menal Ferrer,Pere",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Undergraduate
201402,MATH 4150,AU,20932,"Menal Ferrer,Pere",29%,29%,19%,10%,,,,,5%,,10%,100%,Mid-size (21-30 students),2.89,Undergraduate
201402,MATH 4262,AU,27248,"Peng,Liang",29%,,43%,,,,,14%,,,14%,100%,Very Small (Fewer than 10 students),2.80,Undergraduate
201402,MATH 4262,AG,20933,"Peng,Liang",79%,7%,7%,,,,,,,,7%,100%,Small (10-20 students),3.77,Undergraduate
201402,MATH 4280,AG,21373,"Bellissard,Jean V",,25%,,,,,,25%,,25%,25%,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201402,MATH 4280,AU,20511,"Bellissard,Jean V",63%,25%,,,13%,,,,,,,100%,Very Small (Fewer than 10 students),3.25,Undergraduate
201402,MATH 4305,Q,21963,"Dieci,Luca",25%,75%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.25,Undergraduate
201402,MATH 4305,AU,25166,"Dieci,Luca",54%,31%,15%,,,,,,,,,100%,Small (10-20 students),3.38,Undergraduate
201402,MATH 4305,AG,23412,"Dieci,Luca",44%,41%,7%,,,,,,,,7%,100%,Mid-size (21-30 students),3.40,Undergraduate
201402,MATH 4317,AG,21381,"Gangbo,Wilfred",30%,20%,10%,,,,,10%,,10%,20%,100%,Small (10-20 students),3.33,Undergraduate
201402,MATH 4317,AU,20512,"Gangbo,Wilfred",36%,7%,43%,7%,,,,,,,7%,100%,Small (10-20 students),2.77,Undergraduate
201402,MATH 4318,A,20513,"Belegradek,Igor",33%,29%,33%,5%,,,,,,,,100%,Mid-size (21-30 students),2.90,Undergraduate
201402,MATH 4320,AG,20514,"Ghomi,Mohammad",50%,25%,25%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.25,Undergraduate
201402,MATH 4320,AU,21382,"Ghomi,Mohammad",73%,17%,10%,,,,,,,,,100%,Mid-size (21-30 students),3.63,Undergraduate
201402,MATH 4348,AU,29822,"Zeng,Chongchun",33%,67%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.33,Undergraduate
201402,MATH 4348,AG,29821,"Zeng,Chongchun",43%,14%,,,,,,,,,43%,100%,Very Small (Fewer than 10 students),3.75,Undergraduate
201402,MATH 4542,AU,27995,"Chow,Shui-Nee",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,MATH 4542,AG,27994,"Chow,Shui-Nee",100%,,,,,,,,,,,100%,Small (10-20 students),4.00,Undergraduate
201402,MATH 4581,Q,22456,"Short,Martin B",58%,17%,17%,,,,,,,,8%,100%,Small (10-20 students),3.45,Undergraduate
201402,MATH 4581,AU,20516,"Short,Martin B",38%,15%,23%,,,,,8%,,,15%,100%,Small (10-20 students),3.20,Undergraduate
201402,MATH 4581,AG,21384,"Short,Martin B",52%,22%,11%,4%,,,,,,,11%,100%,Mid-size (21-30 students),3.38,Undergraduate
201402,MATH 4640,AG,24784,"Liu,Yingjie",56%,22%,,,,,,,,,22%,100%,Very Small (Fewer than 10 students),3.71,Undergraduate
201402,MATH 4640,AU,24783,"Liu,Yingjie",39%,30%,9%,,4%,4%,,4%,,,9%,100%,Mid-size (21-30 students),3.21,Undergraduate
201402,MATH 4699,MCC,29102,"McCuan,John",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,MATH 4699,SON,28609,"Song,Le",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,MATH 4699,WIN,22599,"Wickelgren,Kirsten Graham",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201402,MATH 4803,MIL,24448,"Millman,Richard Steven",53%,33%,7%,7%,,,,,,,,100%,Small (10-20 students),3.33,Undergraduate
201402,MATH 6122,A,21052,"Rabinoff,Joseph David",50%,25%,25%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.25,Graduate
201402,MATH 6221,A,24767,"Abuzzahab,Omar F",17%,8%,8%,,4%,,,8%,4%,8%,42%,100%,Mid-size (21-30 students),2.89,Graduate
201402,MATH 6242,A,25506,"Popescu,Ionel",75%,,,,,,,,,8%,17%,100%,Small (10-20 students),4.00,Graduate
201402,MATH 6262,A,25507,"Koltchinskii,Vladimir I",58%,16%,,,5%,,,,,21%,,100%,Small (10-20 students),3.53,Graduate
201402,MATH 6308,A,20934,"De La Llave,Rafael",100%,,,,,,,,,,,100%,Small (10-20 students),4.00,Graduate
201402,MATH 6321,A,20935,"Iliev,Plamen",38%,33%,,,,,,5%,,5%,19%,100%,Mid-size (21-30 students),3.53,Graduate
201402,MATH 6337,A,23825,"Bonetto,Federico",26%,26%,16%,,5%,5%,,,,5%,16%,100%,Small (10-20 students),2.93,Graduate
201402,MATH 6338,A,23826,"Heil,Christopher E",62%,24%,,,,,,5%,,,10%,100%,Mid-size (21-30 students),3.72,Graduate
201402,MATH 6342,A,29696,"McCuan,John",67%,,,,,,,,,,33%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 6455,A,25508,"Etnyre,John B",90%,10%,,,,,,,,,,100%,Small (10-20 students),3.90,Graduate
201402,MATH 6458,A,27996,"Le,Thang Tu Quoc",60%,,,,,,,,,20%,20%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 6635,A,21419,"Zhou,Haomin",94%,6%,,,,,,,,,,100%,Very Large (50 students or more),3.94,Graduate
201402,MATH 6643,Q,28693,"Park,Haesun",,50%,25%,,,,,,,,25%,100%,Very Small (Fewer than 10 students),2.67,Graduate
201402,MATH 6643,A,24830,"Park,Haesun",35%,29%,12%,,,,,,6%,6%,12%,100%,Small (10-20 students),3.31,Graduate
201402,MATH 6644,Q,23828,"Dieci,Luca",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 6644,A,21054,"Dieci,Luca",64%,9%,,,,,,,,9%,18%,100%,Small (10-20 students),3.88,Graduate
201402,MATH 6646,R,29968,"Shenk,Ronald W",64%,14%,14%,,,,,,,,7%,100%,Small (10-20 students),3.54,Graduate
201402,MATH 6646,A,29695,"Kang,Sung Ha",72%,8%,8%,,,,,,,,12%,100%,Mid-size (21-30 students),3.73,Graduate
201402,MATH 6702,Q,20939,"Chen,Xu-Yan",60%,20%,20%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.40,Graduate
201402,MATH 6702,A,20938,"Chen,Xu-Yan",55%,38%,6%,2%,,,,,,,,100%,Very Large (50 students or more),3.45,Graduate
201402,MATH 6762,A,21035,"Goldberg,David Alan",,,,,50%,,,,,50%,,100%,Very Small (Fewer than 10 students),0.00,Graduate
201402,MATH 6769,A,21187,"Hsu,Alex Chia",67%,33%,,,,,,,,,,100%,Small (10-20 students),3.67,Graduate
201402,MATH 6783,A,22373,"Mei,Yajun",73%,20%,3%,,,,,3%,,,,100%,Mid-size (21-30 students),3.72,Graduate
201402,MATH 7012,A,27999,"Trotter,William T",75%,,,,,,,,,,25%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 7014,A,29694,"Thomas,Robin",55%,,,,,9%,,,,18%,18%,100%,Small (10-20 students),4.00,Graduate
201402,MATH 7018,A,23830,"Tetali,Prasad",73%,20%,,,,,,,,,7%,100%,Small (10-20 students),3.79,Graduate
201402,MATH 7334,A,21186,"Loss,Michael",84%,,,,,,,11%,,,5%,100%,Small (10-20 students),4.00,Graduate
201402,MATH 8306,A,22379,"Burke,Morag Catherine",,,,,,,,92%,,,8%,100%,Small (10-20 students),N/A,Graduate
201402,MATH 8801,GSI,30425,"Burke,Morag Catherine",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 8803,LAC,30078,"Lacey,Michael",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8803,LEY,22121,"Leykin,Anton",70%,,10%,,,,,,,,20%,100%,Small (10-20 students),3.75,Graduate
201402,MATH 8803,BAK,28146,"Bakhtin,Yury Y",55%,,,,,,,9%,,36%,,100%,Small (10-20 students),4.00,Graduate
201402,MATH 8900,BAR,22017,"Baker,Matthew Howard",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,BEK,24169,"Belegradek,Igor",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,BUN,20598,"Bunimovich,Leonid",,,,,,,,,,,100%,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 8900,CRO,24172,"Croot III,Ernest Samuel",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,HEH,22972,"Heitsch,Christine E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 8900,MAT,24185,"Matzinger,Heinrich Felix",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,MCC,24186,"McCuan,John",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,PEN,20604,"Peng,Liang",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,SHO,30229,"Short,Martin B",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,SWI,24189,"Swiech,Andrzej",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,TRO,24191,"Trotter,William T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,WIN,30813,"Wickelgren,Kirsten Graham",,,100%,,,,,,,,,100%,Very Small (Fewer than 10 students),2.00,Graduate
201402,MATH 8900,ETN,22994,"Etnyre,John B",50%,,,,,,,50%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,KOL,21719,"Koltchinskii,Vladimir I",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,LLA,24168,"De La Llave,Rafael",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,TET,24190,"Tetali,Prasad",50%,,,,,,,50%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,HAR,20602,"Harrell II,Evans M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,WIC,25569,"Wick,Brett D",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8900,ZHO,22021,"Zhou,Haomin",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201402,MATH 8997,A,20567,"Etnyre,John B",,,,,,,,,,100%,,100%,Large (31-49 students),N/A,Graduate
201402,MATH 8998,A,20568,"Etnyre,John B",,,,,,,,,,100%,,100%,Small (10-20 students),N/A,Graduate
201402,MATH 9000,BAN,24084,"Bakhtin,Yury Y",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,BAR,22022,"Baker,Matthew Howard",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,BON,24087,"Bonetto,Federico",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,GAN,20560,"Gangbo,Wilfred",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,GAR,24091,"Garoufalidis,Stavros",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,HOU,20562,"Houdre,Christian",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,KOL,20559,"Koltchinskii,Vladimir I",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,LAC,22124,"Lacey,Michael",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,LEY,25565,"Leykin,Anton",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,LOS,24100,"Loss,Michael",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,PAN,22029,"Pan,Ronghua",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,ZHO,22033,"Zhou,Haomin",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,CRO,22023,"Croot III,Ernest Samuel",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,DIE,24090,"Dieci,Luca",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,MAR,26524,"Margalit,Dan",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,THO,20564,"Thomas,Robin",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,WIC,25570,"Wick,Brett D",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,MATH 9000,ETN,22024,"Etnyre,John B",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201402,ME 1770,L,28439,"Harcrow Jr.,Aaron L",63%,32%,,5%,,,,,,,,100%,Small (10-20 students),3.53,Undergraduate
201402,ME 1770,J,28740,"Dixit,Akash",71%,25%,4%,,,,,,,,,100%,Mid-size (21-30 students),3.67,Undergraduate
201402,ME 1770,D,20411,"Pucha,Raghuram V",86%,10%,,,3%,,,,,,,100%,Mid-size (21-30 students),3.76,Undergraduate
201402,ME 1770,K,20415,"Dixit,Akash",69%,31%,,,,,,,,,,100%,Mid-size (21-30 students),3.69,Undergraduate
201402,ME 1770,A,20008,"Pucha,Raghuram V",80%,7%,3%,,7%,,,,,,3%,100%,Mid-size (21-30 students),3.59,Undergraduate
201402,ME 1770,B,20409,"Pucha,Raghuram V",90%,7%,,,,,,,,,3%,100%,Mid-size (21-30 students),3.93,Undergraduate
201402,ME 1770,C,20410,"Ryherd,Erica Eileen",73%,13%,10%,,,,,,,,3%,100%,Mid-size (21-30 students),3.66,Undergraduate
201402,ME 1770,E,20412,"Pucha,Raghuram V",90%,7%,,,3%,,,,,,,100%,Mid-size (21-30 students),3.80,Undergraduate
201402,ME 1770,F,20413,"Stewart,Michael D",77%,17%,7%,,,,,,,,,100%,Mid-size (21-30 students),3.70,Undergraduate
201402,ME 1770,G,20414,"Stewart,Michael D",90%,3%,7%,,,,,,,,,100%,Mid-size (21-30 students),3.83,Undergraduate
201402,ME 1770,H,20416,"Stewart,Michael D",63%,17%,10%,,10%,,,,,,,100%,Mid-size (21-30 students),3.23,Undergraduate
201402,ME 1770,I,23768,"Stewart,Michael D",90%,7%,3%,,,,,,,,,100%,Mid-size (21-30 students),3.87,Undergraduate
201402,ME 2016,B,28126,"Stone,Thomas Michael",52%,30%,9%,6%,1%,,,,,,1%,100%,Very Large (50 students or more),3.27,Undergraduate
201402,ME 2016,C,22233,"Rosen,David W",25%,36%,18%,9%,5%,,,,,,7%,100%,Very Large (50 students or more),2.70,Undergraduate
201402,ME 2016,D,20773,"Meaud,Julien",32%,35%,20%,9%,1%,,,,,,4%,100%,Very Large (50 students or more),2.91,Undergraduate
201402,ME 2016,A,20010,"Rosen,David W",25%,34%,30%,7%,,,,,,,4%,100%,Very Large (50 students or more),2.80,Undergraduate
201402,ME 2110,F,28149,"Singhose,William E",46%,46%,,,,,,,,,8%,100%,Small (10-20 students),3.50,Undergraduate
201402,ME 2110,G,26709,"Singhose,William E",67%,33%,,,,,,,,,,100%,Small (10-20 students),3.67,Undergraduate
201402,ME 2110,H,30195,"Singhose,William E",56%,31%,13%,,,,,,,,,100%,Small (10-20 students),3.44,Undergraduate
201402,ME 2110,K,24503,"Singhose,William E",56%,38%,,,6%,,,,,,,100%,Small (10-20 students),3.38,Undergraduate
201402,ME 2110,L,25394,"Singhose,William E",69%,31%,,,,,,,,,,100%,Small (10-20 students),3.69,Undergraduate
201402,ME 2110,J,21896,"Singhose,William E",67%,28%,6%,,,,,,,,,100%,Small (10-20 students),3.61,Undergraduate
201402,ME 2110,M,28619,"Singhose,William E",56%,33%,11%,,,,,,,,,100%,Small (10-20 students),3.44,Undergraduate
201402,ME 2110,N,25395,"Singhose,William E",44%,28%,17%,6%,,,,,,,6%,100%,Small (10-20 students),3.18,Undergraduate
201402,ME 2110,D,20427,"Singhose,William E",79%,21%,,,,,,,,,,100%,Small (10-20 students),3.79,Undergraduate
